Node,Type,Average Depth Feet,Maximum Depth Feet,Maximum HGL Feet,Time of Max Occurence days,hr:min, Reported Max Depth Feet
1,JUNCTION,0.00,0.00,10.01,7,14:00,0.00
2,JUNCTION,0.00,0.00,8.99,7,14:00,0.00
3,JUNCTION,11.83,11.86,8.64,7,14:00,11.86
4,JUNCTION,10.17,10.20,8.64,7,14:00,10.20
5,JUNCTION,0.02,0.05,8.64,7,14:01,0.05
6,JUNCTION,4.90,5.82,7.49,7,18:22,5.81
7,JUNCTION,8.83,9.75,7.49,7,18:22,9.74
8,JUNCTION,54.56,55.52,7.53,7,18:20,55.47
9,JUNCTION,54.53,55.47,7.51,7,18:21,55.45
10,JUNCTION,82.44,83.38,7.51,7,18:23,83.34
11,JUNCTION,92.37,93.27,7.46,7,18:47,93.26
12,JUNCTION,24.99,25.89,7.46,7,18:30,25.86
13,JUNCTION,18.36,19.22,7.42,7,18:29,19.21
14,JUNCTION,18.24,19.09,7.40,7,18:22,19.08
15,JUNCTION,31.03,31.91,7.43,7,18:22,31.87
16,JUNCTION,14.47,15.30,7.38,7,18:23,15.30
19,JUNCTION,25.79,26.35,7.55,7,18:41,26.30
20,JUNCTION,30.79,31.37,7.57,7,18:38,31.29
21,JUNCTION,27.99,28.59,7.59,7,18:47,28.50
22,JUNCTION,19.49,20.06,7.56,7,18:36,20.00
23,JUNCTION,12.19,12.72,7.52,7,18:38,12.69
24,JUNCTION,0.49,1.02,7.52,7,18:39,1.01
25,JUNCTION,0.42,1.20,7.50,7,18:21,1.18
26,JUNCTION,18.17,19.09,7.49,7,18:22,19.08
27,JUNCTION,18.47,19.40,7.50,7,18:20,19.39
28,JUNCTION,14.57,15.50,7.50,7,18:20,15.49
29,JUNCTION,14.57,15.50,7.50,7,18:19,15.50
30,JUNCTION,28.27,29.19,7.49,7,18:15,29.19
31,JUNCTION,28.37,29.30,7.50,7,18:17,29.29
32,JUNCTION,54.17,55.14,7.54,7,18:19,55.11
33,JUNCTION,51.07,52.04,7.54,7,18:15,52.01
34,JUNCTION,18.27,19.20,7.50,7,18:14,19.20
35,JUNCTION,0.00,0.00,21.17,0,00:00,0.00
36,JUNCTION,1.69,2.22,7.52,7,18:38,2.19
37,JUNCTION,1.59,2.12,7.52,7,18:39,2.10
38,JUNCTION,19.99,20.52,7.52,7,18:40,20.50
39,JUNCTION,20.29,20.82,7.52,7,18:40,20.80
40,JUNCTION,41.19,41.76,7.56,7,18:44,41.70
41,JUNCTION,41.19,41.75,7.55,7,18:41,41.70
42,JUNCTION,68.49,69.05,7.55,7,18:39,69.01
43,JUNCTION,71.89,72.48,7.58,7,18:46,72.42
44,JUNCTION,33.19,33.74,7.54,7,18:46,33.74
45,JUNCTION,33.19,33.74,7.54,7,18:45,33.74
46,JUNCTION,23.39,23.97,7.57,7,18:47,23.94
47,JUNCTION,23.49,24.07,7.57,7,18:47,24.04
48,JUNCTION,34.79,35.38,7.58,7,18:47,35.34
49,JUNCTION,21.29,21.88,7.58,7,18:46,21.84
50,JUNCTION,21.29,21.90,7.60,7,18:46,21.84
51,JUNCTION,17.49,18.06,7.56,7,18:47,18.04
52,JUNCTION,3.99,4.56,7.56,7,18:47,4.54
53,JUNCTION,27.17,27.29,5.19,7,21:20,27.20
54,JUNCTION,5.97,5.98,5.08,7,22:57,5.98
55,JUNCTION,5.07,5.08,5.08,7,22:58,5.08
56,JUNCTION,18.77,18.87,5.17,7,22:43,18.79
57,JUNCTION,18.27,18.38,5.18,7,22:43,18.33
58,JUNCTION,25.57,25.79,5.29,7,23:58,25.68
59,JUNCTION,25.67,25.91,5.31,7,23:58,25.73
60,JUNCTION,0.00,0.00,7.19,7,14:00,0.00
61,JUNCTION,0.00,0.00,12.80,0,00:00,0.00
62,JUNCTION,0.00,0.00,15.00,0,00:00,0.00
63,JUNCTION,0.00,0.00,22.00,0,00:00,0.00
64,JUNCTION,0.00,0.00,18.00,0,00:00,0.00
65,JUNCTION,0.00,0.00,11.00,0,00:00,0.00
66,JUNCTION,9.57,10.50,7.50,7,18:14,10.50
67,JUNCTION,12.27,13.20,7.50,7,18:15,13.20
70,JUNCTION,32.57,33.51,7.51,7,18:17,33.50
71,JUNCTION,17.76,18.70,7.51,7,18:16,18.69
72,JUNCTION,21.37,21.88,5.58,7,21:17,21.45
73,JUNCTION,22.07,22.49,5.49,7,21:18,22.18
74,JUNCTION,10.07,10.12,5.12,7,22:40,10.09
75,JUNCTION,16.97,17.07,5.17,7,21:17,16.98
76,JUNCTION,8.07,8.10,5.10,7,22:41,8.09
77,JUNCTION,11.32,11.36,5.11,7,22:42,11.33
78,JUNCTION,24.77,24.89,5.19,7,22:52,24.84
79,JUNCTION,24.77,24.90,5.20,7,22:45,24.84
80,JUNCTION,17.67,17.75,5.15,7,21:18,17.70
81,JUNCTION,17.67,17.75,5.15,7,21:18,17.70
82,JUNCTION,10.07,10.09,5.09,7,22:46,10.09
83,JUNCTION,23.09,23.64,7.54,7,18:41,23.60
84,JUNCTION,23.09,23.66,7.56,7,18:45,23.60
85,JUNCTION,50.69,51.26,7.56,7,18:42,51.21
86,JUNCTION,58.29,58.85,7.55,7,18:44,58.81
87,JUNCTION,46.99,47.52,7.52,7,18:39,47.51
88,JUNCTION,43.99,44.52,7.52,7,18:39,44.51
89,JUNCTION,43.99,44.55,7.55,7,18:44,44.51
90,JUNCTION,29.99,30.58,7.58,7,18:42,30.51
91,JUNCTION,11.79,12.35,7.55,7,18:41,12.31
92,JUNCTION,7.79,8.34,7.54,7,18:42,8.30
18,JUNCTION,21.37,21.47,5.17,7,21:21,21.42
100,JUNCTION,33.69,33.79,5.17,7,23:58,33.76
102,JUNCTION,31.55,35.00,9.36,7,14:25,32.41
103,JUNCTION,28.29,35.00,12.62,7,14:25,29.13
104,JUNCTION,28.28,35.00,12.63,7,14:25,29.12
105,JUNCTION,26.35,33.00,12.56,7,21:18,27.18
106,JUNCTION,18.03,33.00,20.88,7,21:18,18.92
107,JUNCTION,20.80,32.75,17.86,7,22:40,21.80
108,JUNCTION,12.71,16.66,9.86,7,22:40,13.86
109,JUNCTION,26.77,41.00,20.12,7,14:19,27.64
110,JUNCTION,26.78,36.00,15.09,7,14:19,27.83
111,JUNCTION,26.85,41.00,20.02,7,14:19,27.40
112,JUNCTION,26.86,41.00,20.00,7,14:19,27.44
113,JUNCTION,86.67,101.00,20.20,7,14:19,87.17
114,JUNCTION,89.06,105.00,21.82,7,14:19,89.51
115,JUNCTION,77.63,92.00,20.25,7,14:19,78.06
116,JUNCTION,77.75,92.00,20.13,7,14:19,78.17
117,JUNCTION,104.39,117.87,19.37,7,14:19,104.84
118,JUNCTION,28.89,31.76,8.78,7,21:18,29.91
119,JUNCTION,26.06,27.44,7.29,7,22:44,27.26
120,JUNCTION,23.33,24.68,7.26,7,22:44,24.15
121,JUNCTION,9.10,10.53,7.34,7,22:43,10.09
122,JUNCTION,9.34,10.57,7.14,7,22:45,10.47
123,JUNCTION,16.55,17.61,6.97,7,23:09,17.37
124,JUNCTION,12.41,13.37,6.87,7,22:47,13.19
125,JUNCTION,13.11,14.16,6.96,7,22:48,13.87
126,JUNCTION,25.29,27.07,7.69,7,22:48,26.21
127,JUNCTION,17.12,19.16,7.95,7,22:48,18.14
128,JUNCTION,17.61,19.58,7.88,7,22:48,18.65
129,JUNCTION,20.23,22.17,7.85,7,22:49,21.33
130,JUNCTION,11.60,13.59,7.90,7,22:49,12.69
131,JUNCTION,0.00,0.00,31.65,0,00:00,0.00
132,JUNCTION,0.00,0.00,31.36,0,00:00,0.00
133,JUNCTION,0.00,0.00,40.24,0,00:00,0.00
134,JUNCTION,0.00,0.00,44.72,0,00:00,0.00
135,JUNCTION,0.00,0.00,44.62,0,00:00,0.00
136,JUNCTION,0.00,0.00,44.35,0,00:00,0.00
137,JUNCTION,0.00,0.00,34.51,0,00:00,0.00
138,JUNCTION,0.00,0.00,52.23,0,00:00,0.00
139,JUNCTION,0.00,0.00,49.93,0,00:00,0.00
140,JUNCTION,0.00,0.00,45.20,0,00:00,0.00
141,JUNCTION,0.00,0.00,49.13,0,00:00,0.00
142,JUNCTION,0.00,0.00,40.05,0,00:00,0.00
143,JUNCTION,0.00,0.00,39.90,0,00:00,0.00
148,JUNCTION,31.33,31.56,5.30,7,21:18,31.36
68,OUTFALL,0.00,0.00,6.50,0,00:00,0.00
69,OUTFALL,0.07,0.17,5.17,7,16:24,0.09
93,OUTFALL,0.07,0.07,13.96,8,00:00,0.07
94,OUTFALL,0.00,0.00,10.51,0,00:00,0.00
95,OUTFALL,0.07,0.07,12.77,8,00:00,0.07
96,OUTFALL,0.00,0.00,31.60,0,00:00,0.00
97,OUTFALL,0.00,0.00,17.55,0,00:00,0.00
98,OUTFALL,0.00,0.00,11.00,0,00:00,0.00
99,OUTFALL,0.42,1.14,7.24,7,18:23,1.14
101,OUTFALL,0.00,0.00,11.89,0,00:00,0.00
144,OUTFALL,0.00,0.00,32.22,0,00:00,0.00
145,OUTFALL,0.00,0.00,8.00,0,00:00,0.00
146,OUTFALL,0.00,0.00,39.90,0,00:00,0.00
147,OUTFALL,0.00,0.00,15.00,0,00:00,0.00
