Node,Type,Average Depth Feet,Maximum Depth Feet,Maximum HGL Feet,Time of Max Occurence days,hr:min, Reported Max Depth Feet
1,JUNCTION,0.00,0.00,10.01,7,14:00,0.00
2,JUNCTION,0.00,0.00,8.99,7,14:00,0.00
3,JUNCTION,11.81,11.81,8.59,7,16:14,11.81
4,JUNCTION,10.15,10.15,8.59,7,21:42,10.15
5,JUNCTION,0.00,0.00,8.59,7,16:11,0.00
6,JUNCTION,4.57,4.64,6.31,7,16:17,4.61
7,JUNCTION,8.50,8.58,6.32,7,16:16,8.54
8,JUNCTION,54.23,54.53,6.54,7,19:45,54.30
9,JUNCTION,54.19,54.52,6.56,7,19:45,54.24
10,JUNCTION,82.11,82.39,6.52,7,19:45,82.17
11,JUNCTION,92.05,92.35,6.54,7,19:46,92.10
12,JUNCTION,24.67,25.03,6.60,7,19:46,24.72
13,JUNCTION,18.04,18.39,6.59,7,19:46,18.08
14,JUNCTION,17.93,18.26,6.57,7,14:39,17.97
15,JUNCTION,30.72,31.06,6.58,7,19:46,30.78
16,JUNCTION,14.16,14.46,6.54,7,19:46,14.21
19,JUNCTION,25.70,26.03,7.23,7,20:47,25.79
20,JUNCTION,30.70,30.96,7.16,7,20:47,30.78
21,JUNCTION,27.90,28.14,7.14,7,20:47,27.98
22,JUNCTION,19.40,19.53,7.03,7,20:47,19.47
23,JUNCTION,12.10,12.13,6.93,7,16:33,12.12
24,JUNCTION,0.40,0.43,6.93,7,16:49,0.42
25,JUNCTION,0.21,0.21,6.51,7,16:51,0.21
26,JUNCTION,17.84,17.93,6.33,7,16:07,17.87
27,JUNCTION,18.14,18.20,6.30,7,16:07,18.18
28,JUNCTION,14.24,14.27,6.27,7,16:07,14.27
29,JUNCTION,14.24,14.27,6.27,7,16:14,14.26
30,JUNCTION,27.94,27.98,6.28,7,14:46,27.97
31,JUNCTION,28.04,28.08,6.28,7,14:46,28.05
32,JUNCTION,53.84,53.96,6.36,7,21:35,53.87
33,JUNCTION,50.74,50.83,6.33,7,16:12,50.79
34,JUNCTION,17.94,18.01,6.31,7,16:12,17.97
35,JUNCTION,0.00,0.00,21.17,0,00:00,0.00
36,JUNCTION,1.60,1.64,6.94,7,16:49,1.62
37,JUNCTION,1.50,1.53,6.93,7,16:48,1.51
38,JUNCTION,19.90,19.92,6.92,7,18:18,19.91
39,JUNCTION,20.20,20.25,6.95,7,22:55,20.23
40,JUNCTION,41.10,41.28,7.08,7,20:47,41.15
41,JUNCTION,41.10,41.31,7.11,7,20:47,41.13
42,JUNCTION,68.40,68.63,7.13,7,20:47,68.44
43,JUNCTION,71.80,71.95,7.05,7,20:47,71.85
44,JUNCTION,33.10,33.17,6.97,7,21:31,33.16
45,JUNCTION,33.10,33.17,6.97,7,16:27,33.16
46,JUNCTION,23.30,23.47,7.07,7,20:46,23.38
47,JUNCTION,23.40,23.56,7.06,7,20:59,23.48
48,JUNCTION,34.70,34.86,7.06,7,20:59,34.78
49,JUNCTION,21.20,21.37,7.07,7,20:59,21.30
50,JUNCTION,21.20,21.35,7.05,7,20:59,21.29
51,JUNCTION,17.40,17.54,7.04,7,20:47,17.49
52,JUNCTION,3.90,4.00,7.00,7,17:12,3.98
53,JUNCTION,0.00,0.00,-22.10,0,00:00,0.00
54,JUNCTION,0.00,0.00,-0.90,0,00:00,0.00
55,JUNCTION,0.00,0.00,0.00,0,00:00,0.00
56,JUNCTION,0.00,0.00,-13.70,0,00:00,0.00
57,JUNCTION,0.00,0.00,-13.20,0,00:00,0.00
58,JUNCTION,0.00,0.00,-20.50,0,00:00,0.00
59,JUNCTION,0.00,0.00,-20.60,0,00:00,0.00
60,JUNCTION,0.00,0.00,7.19,0,00:00,0.00
61,JUNCTION,0.00,0.00,12.80,0,00:00,0.00
62,JUNCTION,0.00,0.00,15.00,0,00:00,0.00
63,JUNCTION,0.00,0.00,22.00,0,00:00,0.00
64,JUNCTION,0.00,0.00,18.00,0,00:00,0.00
65,JUNCTION,0.00,0.00,11.00,0,00:00,0.00
66,JUNCTION,9.24,9.28,6.28,7,16:01,9.26
67,JUNCTION,11.94,11.98,6.28,7,16:13,11.96
70,JUNCTION,32.24,32.29,6.29,7,16:11,32.28
71,JUNCTION,17.43,17.48,6.29,7,16:12,17.46
72,JUNCTION,0.00,0.00,-16.30,0,00:00,0.00
73,JUNCTION,0.00,0.00,-17.00,0,00:00,0.00
74,JUNCTION,0.00,0.00,-5.00,0,00:00,0.00
75,JUNCTION,0.00,0.00,-11.90,0,00:00,0.00
76,JUNCTION,0.00,0.00,-3.00,0,00:00,0.00
77,JUNCTION,0.00,0.00,-6.25,0,00:00,0.00
78,JUNCTION,0.00,0.00,-19.70,0,00:00,0.00
79,JUNCTION,0.00,0.00,-19.70,0,00:00,0.00
80,JUNCTION,0.00,0.00,-12.60,0,00:00,0.00
81,JUNCTION,0.00,0.00,-12.60,0,00:00,0.00
82,JUNCTION,0.00,0.00,-5.00,0,00:00,0.00
83,JUNCTION,23.00,23.17,7.07,7,20:47,23.03
84,JUNCTION,23.00,23.16,7.06,7,20:47,23.05
85,JUNCTION,50.60,50.72,7.02,7,21:35,50.65
86,JUNCTION,58.20,58.30,7.00,7,21:35,58.23
87,JUNCTION,46.90,46.95,6.95,7,18:15,46.93
88,JUNCTION,43.90,43.95,6.95,7,18:05,43.94
89,JUNCTION,43.90,43.98,6.98,7,18:05,43.95
90,JUNCTION,29.90,29.99,6.99,7,18:05,29.95
91,JUNCTION,11.70,11.75,6.95,7,16:44,11.75
92,JUNCTION,7.70,7.76,6.96,7,20:20,7.75
18,JUNCTION,0.00,0.00,-16.30,0,00:00,0.00
100,JUNCTION,0.00,0.00,-28.62,0,00:00,0.00
102,JUNCTION,31.07,35.00,9.36,7,14:38,32.81
103,JUNCTION,27.83,35.00,12.62,7,14:38,29.61
104,JUNCTION,27.82,35.00,12.63,7,14:38,29.38
105,JUNCTION,25.89,33.00,12.56,7,14:38,27.02
106,JUNCTION,17.58,33.00,20.88,7,14:38,18.60
107,JUNCTION,20.36,35.00,20.11,7,16:14,21.54
108,JUNCTION,12.26,27.00,20.20,7,14:38,18.04
109,JUNCTION,26.22,41.00,20.12,7,18:05,28.87
110,JUNCTION,26.23,41.00,20.09,7,14:38,29.63
111,JUNCTION,26.17,41.00,20.02,7,18:05,31.23
112,JUNCTION,26.17,41.00,20.00,7,14:39,31.19
113,JUNCTION,86.03,101.00,20.20,7,14:38,90.32
114,JUNCTION,88.43,105.00,21.82,7,14:38,92.31
115,JUNCTION,77.02,92.00,20.25,7,14:38,80.69
116,JUNCTION,77.14,92.00,20.13,7,14:38,80.64
117,JUNCTION,103.80,116.07,17.57,7,19:45,105.77
118,JUNCTION,28.32,31.45,8.47,7,14:38,29.18
119,JUNCTION,25.50,26.68,6.53,7,14:48,26.29
120,JUNCTION,22.77,23.84,6.42,7,14:20,23.68
121,JUNCTION,8.54,9.69,6.50,7,14:46,9.55
122,JUNCTION,8.78,9.87,6.44,7,14:21,9.62
123,JUNCTION,15.99,17.24,6.60,7,14:26,17.16
124,JUNCTION,11.85,13.13,6.63,7,14:25,13.04
125,JUNCTION,12.55,13.83,6.63,7,14:26,13.74
126,JUNCTION,24.73,26.17,6.79,7,14:03,25.90
127,JUNCTION,16.56,18.07,6.86,7,14:02,17.79
128,JUNCTION,17.05,18.59,6.89,7,14:02,18.28
129,JUNCTION,19.67,21.25,6.93,7,14:03,20.92
130,JUNCTION,11.04,12.61,6.92,7,14:03,12.28
131,JUNCTION,0.00,0.00,31.65,0,00:00,0.00
132,JUNCTION,0.00,0.00,31.36,0,00:00,0.00
133,JUNCTION,0.00,0.00,40.24,0,00:00,0.00
134,JUNCTION,0.00,0.00,44.72,0,00:00,0.00
135,JUNCTION,0.00,0.00,44.62,0,00:00,0.00
136,JUNCTION,0.00,0.00,44.35,0,00:00,0.00
137,JUNCTION,0.00,0.00,34.51,0,00:00,0.00
138,JUNCTION,0.00,0.00,52.23,0,00:00,0.00
139,JUNCTION,0.00,0.00,49.93,0,00:00,0.00
140,JUNCTION,0.00,0.00,45.20,0,00:00,0.00
141,JUNCTION,0.00,0.00,49.13,0,00:00,0.00
142,JUNCTION,0.00,0.00,40.05,0,00:00,0.00
143,JUNCTION,0.00,0.00,39.90,0,00:00,0.00
148,JUNCTION,0.00,0.00,-26.26,0,00:00,0.00
68,OUTFALL,0.00,0.00,6.50,0,00:00,0.00
69,OUTFALL,0.00,0.00,5.00,0,00:00,0.00
93,OUTFALL,0.00,0.00,13.89,0,00:00,0.00
94,OUTFALL,0.00,0.00,10.51,0,00:00,0.00
95,OUTFALL,0.09,0.09,12.79,8,00:00,0.09
96,OUTFALL,0.00,0.00,31.60,0,00:00,0.00
97,OUTFALL,0.00,0.00,17.55,0,00:00,0.00
98,OUTFALL,0.00,0.00,11.00,0,00:00,0.00
99,OUTFALL,0.14,0.40,6.50,7,16:11,0.29
101,OUTFALL,0.00,0.00,11.89,0,00:00,0.00
144,OUTFALL,0.00,0.00,32.22,0,00:00,0.00
145,OUTFALL,0.00,0.00,8.00,0,00:00,0.00
146,OUTFALL,0.00,0.00,39.90,0,00:00,0.00
147,OUTFALL,0.00,0.00,15.00,0,00:00,0.00
