Date,Time,8,9,10
1/4/2020,0:15,0,0,0
1/4/2020,0:30,0,0,0
1/4/2020,0:45,0,0,0
1/4/2020,1:00,0,0,0
1/4/2020,1:15,0,0,0
1/4/2020,1:30,0,0,0
1/4/2020,1:45,0,0,0
1/4/2020,2:00,0,0,0
1/4/2020,2:15,0,0,0
1/4/2020,2:30,0,0,0
1/4/2020,2:45,0,0,0
1/4/2020,3:00,0,0,0
1/4/2020,3:15,0,0,0
1/4/2020,3:30,0,0,0
1/4/2020,3:45,0,0,0
1/4/2020,4:00,0,0,0
1/4/2020,4:15,0,0,0
1/4/2020,4:30,0,0,0
1/4/2020,4:45,0,0,0
1/4/2020,5:00,0,0,0
1/4/2020,5:15,0,0,0
1/4/2020,5:30,0,0,0
1/4/2020,5:45,0,0,0
1/4/2020,6:00,0,0,0
1/4/2020,6:15,0,0,0
1/4/2020,6:30,0,0,0
1/4/2020,6:45,0,0,0
1/4/2020,7:00,0,0,0
1/4/2020,7:15,0,0,0
1/4/2020,7:30,0,0,0
1/4/2020,7:45,0,0,0
1/4/2020,8:00,0,0,0
1/4/2020,8:15,0,0,0
1/4/2020,8:30,0,0,0
1/4/2020,8:45,0,0,0
1/4/2020,9:00,0,0,0
1/4/2020,9:15,0,0,0
1/4/2020,9:30,0,0,0
1/4/2020,9:45,0,0,0
1/4/2020,10:00,0,0,0
1/4/2020,10:15,0,0,0
1/4/2020,10:30,0,0,0
1/4/2020,10:45,0,0,0
1/4/2020,11:00,0,0,0
1/4/2020,11:15,0,0,0
1/4/2020,11:30,0,0,0
1/4/2020,11:45,0,0,0
1/4/2020,12:00,0,0,0
1/4/2020,12:15,0,0,0
1/4/2020,12:30,0,0,0
1/4/2020,12:45,0,0,0
1/4/2020,13:00,0,0,0
1/4/2020,13:15,0,0,0
1/4/2020,13:30,0,0,0
1/4/2020,13:45,0,0,0
1/4/2020,14:00,0,0,0
1/4/2020,14:15,0,0,0
1/4/2020,14:30,0,0,0
1/4/2020,14:45,0,0,0
1/4/2020,15:00,0,0,0
1/4/2020,15:15,0,0,0
1/4/2020,15:30,0,0,0
1/4/2020,15:45,0,0,0
1/4/2020,16:00,0,0,0
1/4/2020,16:15,0,0,0
1/4/2020,16:30,0,0,0
1/4/2020,16:45,0,0,0
1/4/2020,17:00,0,0,0
1/4/2020,17:15,0,0,0
1/4/2020,17:30,0,0,0
1/4/2020,17:45,0,0,0
1/4/2020,18:00,0,0,0
1/4/2020,18:15,0,0,0
1/4/2020,18:30,0,0,0
1/4/2020,18:45,0,0,0
1/4/2020,19:00,0,0,0
1/4/2020,19:15,0,0,0
1/4/2020,19:30,0,0,0
1/4/2020,19:45,0,0,0
1/4/2020,20:00,0,0,0
1/4/2020,20:15,0,0,0
1/4/2020,20:30,0,0,0
1/4/2020,20:45,0,0,0
1/4/2020,21:00,0,0,0
1/4/2020,21:15,0,0,0
1/4/2020,21:30,0,0,0
1/4/2020,21:45,0,0,0
1/4/2020,22:00,0,0,0
1/4/2020,22:15,0,0,0
1/4/2020,22:30,0,0,0
1/4/2020,22:45,0,0,0
1/4/2020,23:00,0,0,0
1/4/2020,23:15,0,0,0
1/4/2020,23:30,0,0,0
1/4/2020,23:45,0,0,0
1/5/2020,0:00,0,0,0
1/5/2020,0:15,0,0,0
1/5/2020,0:30,0,0,0
1/5/2020,0:45,0,0,0
1/5/2020,1:00,0,0,0
1/5/2020,1:15,0,0,0
1/5/2020,1:30,0,0,0
1/5/2020,1:45,0,0,0
1/5/2020,2:00,0,0,0
1/5/2020,2:15,0,0,0
1/5/2020,2:30,0,0,0
1/5/2020,2:45,0,0,0
1/5/2020,3:00,0,0,0
1/5/2020,3:15,0,0,0
1/5/2020,3:30,0,0,0
1/5/2020,3:45,0,0,0
1/5/2020,4:00,0,0,0
1/5/2020,4:15,0,0,0
1/5/2020,4:30,0,0,0
1/5/2020,4:45,0,0,0
1/5/2020,5:00,0,0,0
1/5/2020,5:15,0,0,0
1/5/2020,5:30,0,0,0
1/5/2020,5:45,0,0,0
1/5/2020,6:00,0,0,0
1/5/2020,6:15,0,0,0
1/5/2020,6:30,0,0,0
1/5/2020,6:45,0,0,0
1/5/2020,7:00,0,0,0
1/5/2020,7:15,0,0,0
1/5/2020,7:30,0,0,0
1/5/2020,7:45,0,0,0
1/5/2020,8:00,0,0,0
1/5/2020,8:15,0,0,0
1/5/2020,8:30,0,0,0
1/5/2020,8:45,0,0,0
1/5/2020,9:00,0,0,0
1/5/2020,9:15,0,0,0
1/5/2020,9:30,0,0,0
1/5/2020,9:45,0,0,0
1/5/2020,10:00,0,0,0
1/5/2020,10:15,0,0,0
1/5/2020,10:30,0,0,0
1/5/2020,10:45,0,0,0
1/5/2020,11:00,0,0,0
1/5/2020,11:15,0,0,0
1/5/2020,11:30,0,0,0
1/5/2020,11:45,0,0,0
1/5/2020,12:00,0,0,0
1/5/2020,12:15,0,0,0
1/5/2020,12:30,0,0,0
1/5/2020,12:45,0,0,0
1/5/2020,13:00,0,0,0
1/5/2020,13:15,0,0,0
1/5/2020,13:30,0,0,0
1/5/2020,13:45,0,0,0
1/5/2020,14:00,0,0,0
1/5/2020,14:15,0,3.989749983,0
1/5/2020,14:30,0,37.07152465,0
1/5/2020,14:45,0,91.74843922,0
1/5/2020,15:00,224.6911131,160.3017597,6.552312073
1/5/2020,15:15,263.8978492,186.7669825,10.45940137
1/5/2020,15:30,305.1081472,214.4381471,14.89298061
1/5/2020,15:45,348.1411946,243.2386291,19.77710321
1/5/2020,16:00,392.843607,273.1008018,25.05573619
1/5/2020,16:15,291.7535935,193.4662295,11.50474056
1/5/2020,16:30,200.8187355,122.8729186,1.929489896
1/5/2020,16:45,122.9412676,63.4272362,0
1/5/2020,17:00,64.79352596,18.94454974,0
1/5/2020,17:15,58.20021487,0,0
1/5/2020,17:30,52.02840775,0,0
1/5/2020,17:45,46.41468927,0,0
1/5/2020,18:00,41.28587984,0,0
1/5/2020,18:15,40.19981913,0,0
1/5/2020,18:30,39.14675119,0,0
1/5/2020,18:45,38.13884046,0,0
1/5/2020,19:00,37.19128467,0,0
1/5/2020,19:15,32.68393958,0,0
1/5/2020,19:30,28.36532792,0,0
1/5/2020,19:45,24.2465293,0,0
1/5/2020,20:00,20.34033755,0,0
1/5/2020,20:15,19.57811821,0,0
1/5/2020,20:30,18.82532134,0,0
1/5/2020,20:45,18.08208918,0,0
1/5/2020,21:00,17.34856956,0,0
1/5/2020,21:15,17.25650957,0,0
1/5/2020,21:30,17.16460766,0,0
1/5/2020,21:45,17.07286416,0,0
1/5/2020,22:00,16.9812794,0,0
1/5/2020,22:15,16.8602603,0,0
1/5/2020,22:30,16.73952081,0,0
1/5/2020,22:45,16.61906167,0,0
1/5/2020,23:00,16.49888365,0,0
1/5/2020,23:15,16.91861067,0,0
1/5/2020,23:30,17.34172413,0,0
1/5/2020,23:45,17.76819252,0,0
1/6/2020,0:00,18.19798509,0,0
1/6/2020,0:15,0,0,0
1/6/2020,0:30,0,0,0
1/6/2020,0:45,0,0,0
1/6/2020,1:00,0,0,0
1/6/2020,1:15,0,0,0
1/6/2020,1:30,0,0,0
1/6/2020,1:45,0,0,0
1/6/2020,2:00,17.45237186,0,0
1/6/2020,2:15,15.87681936,0,0
1/6/2020,2:30,14.35025222,0,0
1/6/2020,2:45,12.87456196,0,0
1/6/2020,3:00,11.45184368,0,0
1/6/2020,3:15,12.1947552,0,0
1/6/2020,3:30,12.95266737,0,0
1/6/2020,3:45,13.72524968,0,0
1/6/2020,4:00,14.51219015,0,0
1/6/2020,4:15,13.61770455,0,0
1/6/2020,4:30,12.74187125,0,0
1/6/2020,4:45,11.88515567,0,0
1/6/2020,5:00,11.04805522,0,0
1/6/2020,5:15,11.3122209,0,0
1/6/2020,5:30,11.57840813,0,0
1/6/2020,5:45,11.84659971,0,0
1/6/2020,6:00,12.11677885,0,0
1/6/2020,6:15,11.84301294,0,0
1/6/2020,6:30,11.57128814,0,0
1/6/2020,6:45,11.30162193,0,0
1/6/2020,7:00,11.03403221,0,0
1/6/2020,7:15,11.303337,0,0
1/6/2020,7:30,11.57474476,0,0
1/6/2020,7:45,11.84823726,0,0
1/6/2020,8:00,12.12379667,0,0
1/6/2020,8:15,11.720562,0,0
1/6/2020,8:30,11.32178658,0,0
1/6/2020,8:45,10.92752749,0,0
1/6/2020,9:00,10.53784375,0,0
1/6/2020,9:15,10.77254829,0,0
1/6/2020,9:30,11.00892907,0,0
1/6/2020,9:45,11.24697284,0,0
1/6/2020,10:00,11.48666661,0,0
1/6/2020,10:15,0,0,0
1/6/2020,10:30,0,0,0
1/6/2020,10:45,0,0,0
1/6/2020,11:00,0,0,0
1/6/2020,11:15,0,0,0
1/6/2020,11:30,0,0,0
1/6/2020,11:45,0,0,0
1/6/2020,12:00,0,0,0
1/6/2020,12:15,0,0,0
1/6/2020,12:30,0,0,0
1/6/2020,12:45,0,0,0
1/6/2020,13:00,0,0,0
1/6/2020,13:15,0,0,0
1/6/2020,13:30,0,0,0
1/6/2020,13:45,0,0,0
1/6/2020,14:00,0,0,0
1/6/2020,14:15,0,0,0
1/6/2020,14:30,0,0,0
1/6/2020,14:45,0,0,0
1/6/2020,15:00,0,0,0
1/6/2020,15:15,0,0,0
1/6/2020,15:30,0,0,0
1/6/2020,15:45,0,0,0
1/6/2020,16:00,0,0,0
1/6/2020,16:15,0,0,0
1/6/2020,16:30,0,0,0
1/6/2020,16:45,0,0,0
1/6/2020,17:00,0,0,0
1/6/2020,17:15,0,0,0
1/6/2020,17:30,0,0,0
1/6/2020,17:45,0,0,0
1/6/2020,18:00,0,0,0
1/6/2020,18:15,0,0,0
1/6/2020,18:30,0,0,0
1/6/2020,18:45,0,0,0
1/6/2020,19:00,0,0,0
1/6/2020,19:15,0,0,0
1/6/2020,19:30,0,0,0
1/6/2020,19:45,0,0,0
1/6/2020,20:00,17.61925092,0,0
1/6/2020,20:15,17.47596806,0,0
1/6/2020,20:30,17.3330629,0,0
1/6/2020,20:45,17.1905366,0,0
1/6/2020,21:00,17.04839034,0,0
1/6/2020,21:15,17.28292569,0,0
1/6/2020,21:30,17.51849179,0,0
1/6/2020,21:45,17.75508337,0,0
1/6/2020,22:00,17.99269523,0,0
1/6/2020,22:15,0,0,0
1/6/2020,22:30,0,0,0
1/6/2020,22:45,0,0,0
1/6/2020,23:00,0,0,0
1/6/2020,23:15,0,0,0
1/6/2020,23:30,0,0,0
1/6/2020,23:45,0,0,0
1/7/2020,0:00,0,0,0
1/7/2020,0:15,0,0,0
1/7/2020,0:30,0,0,0
1/7/2020,0:45,0,0,0
1/7/2020,1:00,0,0,0
1/7/2020,1:15,0,0,0
1/7/2020,1:30,0,0,0
1/7/2020,1:45,0,0,0
1/7/2020,2:00,0,0,0
1/7/2020,2:15,0,0,0
1/7/2020,2:30,0,0,0
1/7/2020,2:45,0,0,0
1/7/2020,3:00,0,0,0
1/7/2020,3:15,0,0,0
1/7/2020,3:30,0,0,0
1/7/2020,3:45,0,0,0
1/7/2020,4:00,0,0,0
1/7/2020,4:15,0,0,0
1/7/2020,4:30,0,0,0
1/7/2020,4:45,0,0,0
1/7/2020,5:00,0,0,0
1/7/2020,5:15,0,0,0
1/7/2020,5:30,0,0,0
1/7/2020,5:45,0,0,0
1/7/2020,6:00,0,0,0
1/7/2020,6:15,0,0,0
1/7/2020,6:30,0,0,0
1/7/2020,6:45,0,0,0
1/7/2020,7:00,0,0,0
1/7/2020,7:15,0,0,0
1/7/2020,7:30,0,0,0
1/7/2020,7:45,0,0,0
1/7/2020,8:00,0,0,0
1/7/2020,8:15,0,0,0
1/7/2020,8:30,0,0,0
1/7/2020,8:45,0,0,0
1/7/2020,9:00,0,0,0
1/7/2020,9:15,0,0,0
1/7/2020,9:30,0,0,0
1/7/2020,9:45,0,0,0
1/7/2020,10:00,39.24454658,0,0
1/7/2020,10:15,0,0,0
1/7/2020,10:30,0,0,0
1/7/2020,10:45,0,0,0
1/7/2020,11:00,0,0,0
1/7/2020,11:15,0,0,0
1/7/2020,11:30,0,0,0
1/7/2020,11:45,0,0,0
1/7/2020,12:00,0,0,0
1/7/2020,12:15,0,0,0
1/7/2020,12:30,0,0,0
1/7/2020,12:45,0,0,0
1/7/2020,13:00,0,0,0
1/7/2020,13:15,0,0,0
1/7/2020,13:30,0,0,0
1/7/2020,13:45,0,0,0
1/7/2020,14:00,15.61339716,0,0
1/7/2020,14:15,0,0,0
1/7/2020,14:30,0,0,0
1/7/2020,14:45,0,0,0
1/7/2020,15:00,0,0,0
1/7/2020,15:15,0,0,0
1/7/2020,15:30,0,0,0
1/7/2020,15:45,0,0,0
1/7/2020,16:00,14.23184991,0,0
1/7/2020,16:15,0,0,0
1/7/2020,16:30,0,0,0
1/7/2020,16:45,0,0,0
1/7/2020,17:00,0,0,0
1/7/2020,17:15,0,0,0
1/7/2020,17:30,0,0,0
1/7/2020,17:45,0,0,0
1/7/2020,18:00,19.05802682,0,0
1/7/2020,18:15,0,0,0
1/7/2020,18:30,0,0,0
1/7/2020,18:45,0,0,0
1/7/2020,19:00,0,0,0
1/7/2020,19:15,0,0,0
1/7/2020,19:30,0,0,0
1/7/2020,19:45,0,0,0
1/7/2020,20:00,0,0,0
1/7/2020,20:15,0,0,0
1/7/2020,20:30,0,0,0
1/7/2020,20:45,0,0,0
1/7/2020,21:00,0,0,0
1/7/2020,21:15,0,0,0
1/7/2020,21:30,0,0,0
1/7/2020,21:45,0,0,0
1/7/2020,22:00,0,0,0
1/7/2020,22:15,0,0,0
1/7/2020,22:30,0,0,0
1/7/2020,22:45,0,0,0
1/7/2020,23:00,0,0,0
1/7/2020,23:15,0,0,0
1/7/2020,23:30,0,0,0
1/7/2020,23:45,0,0,0
1/8/2020,0:00,13.80289505,0,0
1/8/2020,0:15,0,0,0
1/8/2020,0:30,0,0,0
1/8/2020,0:45,0,0,0
1/8/2020,1:00,0,0,0
1/8/2020,1:15,0,0,0
1/8/2020,1:30,0,0,0
1/8/2020,1:45,0,0,0
1/8/2020,2:00,0,0,0
1/8/2020,2:15,0,0,0
1/8/2020,2:30,0,0,0
1/8/2020,2:45,0,0,0
1/8/2020,3:00,0,0,0
1/8/2020,3:15,0,0,0
1/8/2020,3:30,0,0,0
1/8/2020,3:45,0,0,0
1/8/2020,4:00,0,0,0
1/8/2020,4:15,0,0,0
1/8/2020,4:30,0,0,0
1/8/2020,4:45,0,0,0
1/8/2020,5:00,0,0,0
1/8/2020,5:15,0,0,0
1/8/2020,5:30,0,0,0
1/8/2020,5:45,0,0,0
1/8/2020,6:00,0,0,0
1/8/2020,6:15,0,0,0
1/8/2020,6:30,0,0,0
1/8/2020,6:45,0,0,0
1/8/2020,7:00,0,0,0
1/8/2020,7:15,0,0,0
1/8/2020,7:30,0,0,0
1/8/2020,7:45,0,0,0
1/8/2020,8:00,0,0,0
1/8/2020,8:15,0,0,0
1/8/2020,8:30,0,0,0
1/8/2020,8:45,0,0,0
1/8/2020,9:00,0,0,0
1/8/2020,9:15,0,0,0
1/8/2020,9:30,0,0,0
1/8/2020,9:45,0,0,0
1/8/2020,10:00,0,0,0
1/8/2020,10:15,0,0,0
1/8/2020,10:30,0,0,0
1/8/2020,10:45,0,0,0
1/8/2020,11:00,0,0,0
1/8/2020,11:15,0,0,0
1/8/2020,11:30,0,0,0
1/8/2020,11:45,0,0,0
1/8/2020,12:00,0,0,0
1/8/2020,12:15,0,0,0
1/8/2020,12:30,0,0,0
1/8/2020,12:45,0,0,0
1/8/2020,13:00,0,0,0
1/8/2020,13:15,0,0,0
1/8/2020,13:30,0,0,0
1/8/2020,13:45,0,0,0
1/8/2020,14:00,0,0,0
1/8/2020,14:15,0,0,0
1/8/2020,14:30,0,0,0
1/8/2020,14:45,0,0,0
1/8/2020,15:00,0,0,0
1/8/2020,15:15,0,0,0
1/8/2020,15:30,0,0,0
1/8/2020,15:45,0,0,0
1/8/2020,16:00,0,0,0
1/8/2020,16:15,0,0,0
1/8/2020,16:30,0,0,0
1/8/2020,16:45,0,0,0
1/8/2020,17:00,0,0,0
1/8/2020,17:15,0,0,0
1/8/2020,17:30,0,0,0
1/8/2020,17:45,0,0,0
1/8/2020,18:00,0,0,0
1/8/2020,18:15,0,0,0
1/8/2020,18:30,0,0,0
1/8/2020,18:45,0,0,0
1/8/2020,19:00,0,0,0
1/8/2020,19:15,0,0,0
1/8/2020,19:30,0,0,0
1/8/2020,19:45,0,0,0
1/8/2020,20:00,0,0,0
1/8/2020,20:15,0,0,0
1/8/2020,20:30,0,0,0
1/8/2020,20:45,0,0,0
1/8/2020,21:00,0,0,0
