Node,Type,Average Depth Feet,Maximum Depth Feet,Maximum HGL Feet,Time of Max Occurence days,hr:min, Reported Max Depth Feet
1,JUNCTION,0.00,0.00,10.01,7,14:00,0.00
2,JUNCTION,0.00,0.00,8.99,7,14:00,0.00
3,JUNCTION,11.81,11.81,8.59,7,14:18,11.81
4,JUNCTION,10.15,10.15,8.59,7,20:25,10.15
5,JUNCTION,0.00,0.00,8.59,7,15:55,0.00
6,JUNCTION,4.59,4.67,6.34,7,14:05,4.67
7,JUNCTION,8.52,8.60,6.34,7,14:06,8.59
8,JUNCTION,54.25,54.48,6.49,7,16:55,54.32
9,JUNCTION,54.22,54.46,6.50,7,16:55,54.31
10,JUNCTION,82.13,82.36,6.49,7,18:19,82.21
11,JUNCTION,92.07,92.43,6.62,7,18:19,92.16
12,JUNCTION,24.69,25.08,6.65,7,18:19,24.77
13,JUNCTION,18.06,18.45,6.65,7,18:19,18.13
14,JUNCTION,17.95,18.33,6.64,7,18:19,18.03
15,JUNCTION,30.74,31.09,6.61,7,18:19,30.83
16,JUNCTION,14.18,14.49,6.57,7,18:19,14.26
19,JUNCTION,25.69,26.03,7.23,7,21:28,25.71
20,JUNCTION,30.69,30.96,7.16,7,21:28,30.74
21,JUNCTION,27.89,28.14,7.14,7,21:28,27.95
22,JUNCTION,19.39,19.56,7.06,7,21:28,19.40
23,JUNCTION,12.09,12.12,6.92,7,22:05,12.10
24,JUNCTION,0.39,0.41,6.91,7,22:23,0.39
25,JUNCTION,0.20,0.20,6.50,7,22:25,0.20
26,JUNCTION,17.86,17.94,6.34,7,14:05,17.94
27,JUNCTION,18.16,18.26,6.36,7,14:02,18.23
28,JUNCTION,14.26,14.35,6.35,7,14:03,14.35
29,JUNCTION,14.26,14.35,6.35,7,14:01,14.34
30,JUNCTION,27.96,28.05,6.35,7,14:00,28.04
31,JUNCTION,28.06,28.15,6.35,7,14:01,28.14
32,JUNCTION,53.86,53.99,6.39,7,14:09,53.94
33,JUNCTION,50.76,50.94,6.44,7,17:03,50.86
34,JUNCTION,17.96,18.05,6.35,7,14:01,18.04
35,JUNCTION,0.00,0.00,21.17,0,00:00,0.00
36,JUNCTION,1.59,1.63,6.93,7,22:36,1.60
37,JUNCTION,1.49,1.52,6.92,7,21:05,1.49
38,JUNCTION,19.89,19.92,6.92,7,22:08,19.90
39,JUNCTION,20.19,20.25,6.95,7,22:08,20.21
40,JUNCTION,41.09,41.29,7.09,7,14:17,41.13
41,JUNCTION,41.09,41.30,7.10,7,14:17,41.11
42,JUNCTION,68.39,68.58,7.08,7,14:17,68.43
43,JUNCTION,71.79,71.92,7.02,7,21:46,71.83
44,JUNCTION,33.09,33.15,6.95,7,22:14,33.14
45,JUNCTION,33.09,33.16,6.96,7,21:27,33.15
46,JUNCTION,23.29,23.48,7.08,7,20:24,23.35
47,JUNCTION,23.39,23.56,7.06,7,17:28,23.48
48,JUNCTION,34.69,34.87,7.07,7,17:28,34.76
49,JUNCTION,21.19,21.37,7.07,7,17:28,21.27
50,JUNCTION,21.19,21.37,7.07,7,17:28,21.27
51,JUNCTION,17.39,17.51,7.01,7,21:28,17.46
52,JUNCTION,3.89,3.97,6.97,7,22:59,3.97
53,JUNCTION,27.20,28.47,6.37,7,20:29,27.57
54,JUNCTION,6.00,6.34,5.44,7,20:31,6.18
55,JUNCTION,5.10,5.44,5.44,7,20:32,5.29
56,JUNCTION,18.80,19.45,5.75,7,22:08,19.06
57,JUNCTION,18.30,18.96,5.76,7,22:08,18.56
58,JUNCTION,25.60,27.52,7.02,7,22:08,25.91
59,JUNCTION,25.70,27.70,7.10,7,22:08,25.91
60,JUNCTION,0.00,0.00,7.19,7,14:00,0.00
61,JUNCTION,0.00,0.00,12.80,0,00:00,0.00
62,JUNCTION,0.00,0.00,15.00,0,00:00,0.00
63,JUNCTION,0.00,0.00,22.00,0,00:00,0.00
64,JUNCTION,0.00,0.00,18.00,0,00:00,0.00
65,JUNCTION,0.00,0.00,11.00,0,00:00,0.00
66,JUNCTION,9.26,9.35,6.35,7,14:02,9.34
67,JUNCTION,11.96,12.05,6.35,7,14:03,12.04
70,JUNCTION,32.26,32.35,6.35,7,14:05,32.35
71,JUNCTION,17.45,17.54,6.35,7,14:05,17.54
72,JUNCTION,21.40,23.30,7.00,7,20:28,21.67
73,JUNCTION,22.10,25.79,8.79,7,20:28,22.84
74,JUNCTION,10.10,11.19,6.19,7,17:27,10.30
75,JUNCTION,17.00,17.85,5.95,7,20:29,17.45
76,JUNCTION,8.10,8.76,5.76,7,20:30,8.57
77,JUNCTION,11.35,12.07,5.82,7,20:30,11.85
78,JUNCTION,24.81,25.29,5.59,7,18:19,25.16
79,JUNCTION,24.79,25.29,5.59,7,18:19,25.16
80,JUNCTION,17.70,18.23,5.63,7,14:05,18.14
81,JUNCTION,17.70,18.24,5.64,7,14:05,18.14
82,JUNCTION,10.10,10.69,5.69,7,14:05,10.55
83,JUNCTION,22.99,23.22,7.12,7,14:17,23.02
84,JUNCTION,22.99,23.21,7.11,7,14:17,23.03
85,JUNCTION,50.59,50.76,7.06,7,14:17,50.63
86,JUNCTION,58.19,58.31,7.01,7,17:16,58.23
87,JUNCTION,46.89,46.94,6.94,7,22:20,46.94
88,JUNCTION,43.89,43.95,6.95,7,22:29,43.92
89,JUNCTION,43.89,43.99,6.99,7,15:45,43.92
90,JUNCTION,29.89,29.99,6.99,7,23:59,29.95
91,JUNCTION,11.69,11.74,6.94,7,21:12,11.74
92,JUNCTION,7.69,7.75,6.95,7,20:15,7.74
18,JUNCTION,21.40,22.89,6.59,7,18:53,21.75
100,JUNCTION,33.72,34.81,6.19,7,18:53,34.03
102,JUNCTION,32.95,35.00,9.36,7,14:01,35.00
103,JUNCTION,29.69,35.00,12.62,7,15:07,31.47
104,JUNCTION,29.68,35.00,12.63,7,15:07,31.51
105,JUNCTION,27.75,33.00,12.56,7,15:07,29.66
106,JUNCTION,19.43,33.00,20.88,7,18:19,21.67
107,JUNCTION,22.20,34.23,19.34,7,20:28,23.58
108,JUNCTION,14.09,27.00,20.20,7,20:28,15.33
109,JUNCTION,28.16,41.00,20.12,7,16:35,29.48
110,JUNCTION,28.17,41.00,20.09,7,14:17,29.72
111,JUNCTION,28.21,41.00,20.02,7,15:06,34.51
112,JUNCTION,28.21,41.00,20.00,7,14:17,34.47
113,JUNCTION,88.02,101.00,20.20,7,22:08,94.06
114,JUNCTION,90.41,103.78,20.60,7,22:08,96.34
115,JUNCTION,78.98,92.00,20.25,7,16:06,84.82
116,JUNCTION,79.10,92.00,20.13,7,16:06,84.74
117,JUNCTION,105.75,114.86,16.36,7,18:53,109.50
118,JUNCTION,30.24,32.10,9.12,7,19:59,30.98
119,JUNCTION,27.42,28.81,8.66,7,18:55,27.95
120,JUNCTION,24.69,26.20,8.78,7,18:56,25.41
121,JUNCTION,10.46,12.03,8.84,7,18:56,11.35
122,JUNCTION,10.70,12.17,8.74,7,18:56,11.60
123,JUNCTION,17.90,19.33,8.69,7,15:15,19.04
124,JUNCTION,13.76,15.29,8.79,7,15:15,15.06
125,JUNCTION,14.46,15.98,8.78,7,15:16,15.88
126,JUNCTION,26.64,28.13,8.75,7,15:16,28.00
127,JUNCTION,18.47,19.91,8.70,7,15:16,19.81
128,JUNCTION,18.96,20.42,8.72,7,15:17,20.27
129,JUNCTION,21.58,23.04,8.72,7,15:17,22.89
130,JUNCTION,12.95,14.38,8.69,7,15:17,14.24
131,JUNCTION,0.00,0.00,31.65,0,00:00,0.00
132,JUNCTION,0.00,0.00,31.36,0,00:00,0.00
133,JUNCTION,0.00,0.00,40.24,0,00:00,0.00
134,JUNCTION,0.00,0.00,44.72,0,00:00,0.00
135,JUNCTION,0.00,0.00,44.62,0,00:00,0.00
136,JUNCTION,0.00,0.00,44.35,0,00:00,0.00
137,JUNCTION,0.00,0.00,34.51,0,00:00,0.00
138,JUNCTION,0.00,0.00,52.23,0,00:00,0.00
139,JUNCTION,0.00,0.00,49.93,0,00:00,0.00
140,JUNCTION,0.00,0.00,45.20,0,00:00,0.00
141,JUNCTION,0.00,0.00,49.13,0,00:00,0.00
142,JUNCTION,0.00,0.00,40.05,0,00:00,0.00
143,JUNCTION,0.00,0.00,39.90,0,00:00,0.00
148,JUNCTION,31.36,33.07,6.81,7,20:28,31.84
68,OUTFALL,0.00,0.01,6.51,7,20:28,0.00
69,OUTFALL,0.10,0.57,5.57,7,20:30,0.51
93,OUTFALL,0.00,0.00,13.89,0,00:00,0.00
94,OUTFALL,0.00,0.00,10.51,0,00:00,0.00
95,OUTFALL,0.08,0.08,12.78,8,00:00,0.08
96,OUTFALL,0.00,0.00,31.60,0,00:00,0.00
97,OUTFALL,0.00,0.00,17.55,0,00:00,0.00
98,OUTFALL,0.00,0.00,11.00,0,00:00,0.00
99,OUTFALL,0.16,0.46,6.56,7,14:17,0.25
101,OUTFALL,0.07,0.07,11.96,8,00:00,0.07
144,OUTFALL,0.00,0.00,32.22,0,00:00,0.00
145,OUTFALL,0.04,0.66,8.66,7,15:17,0.55
146,OUTFALL,0.00,0.00,39.90,0,00:00,0.00
147,OUTFALL,0.00,0.00,15.00,0,00:00,0.00
