Node,Type,Average Depth Feet,Maximum Depth Feet,Maximum HGL Feet,Time of Max Occurence days,hr:min, Reported Max Depth Feet
1,JUNCTION,0.00,0.00,10.01,0,00:00,0.00
2,JUNCTION,0.00,0.00,8.99,7,14:00,0.00
3,JUNCTION,11.81,11.81,8.59,7,15:34,11.81
4,JUNCTION,10.15,10.15,8.59,7,15:32,10.15
5,JUNCTION,0.00,0.00,8.59,7,17:49,0.00
6,JUNCTION,4.62,4.78,6.45,7,14:01,4.74
7,JUNCTION,8.55,8.72,6.46,7,20:11,8.66
8,JUNCTION,54.28,54.50,6.51,7,20:10,54.46
9,JUNCTION,54.25,54.50,6.54,7,20:10,54.43
10,JUNCTION,82.16,82.48,6.61,7,20:10,82.33
11,JUNCTION,92.11,92.57,6.76,7,20:10,92.26
12,JUNCTION,24.73,25.29,6.86,7,20:10,24.97
13,JUNCTION,18.10,18.67,6.87,7,20:10,18.39
14,JUNCTION,17.99,18.57,6.88,7,20:10,18.28
15,JUNCTION,30.79,31.26,6.78,7,20:10,31.03
16,JUNCTION,14.23,14.66,6.74,7,20:10,14.49
19,JUNCTION,25.68,25.85,7.05,7,21:38,25.75
20,JUNCTION,30.68,30.81,7.01,7,21:38,30.75
21,JUNCTION,27.88,28.00,7.00,7,21:38,27.93
22,JUNCTION,19.38,19.45,6.95,7,14:44,19.44
23,JUNCTION,12.08,12.13,6.93,7,14:27,12.11
24,JUNCTION,0.38,0.42,6.92,7,14:20,0.41
25,JUNCTION,0.19,0.20,6.50,7,14:21,0.20
26,JUNCTION,17.89,18.04,6.44,7,14:00,18.02
27,JUNCTION,18.19,18.30,6.40,7,14:00,18.29
28,JUNCTION,14.29,14.37,6.37,7,14:00,14.37
29,JUNCTION,14.29,14.36,6.36,7,14:00,14.36
30,JUNCTION,27.99,28.07,6.37,7,20:15,28.07
31,JUNCTION,28.09,28.18,6.38,7,20:15,28.17
32,JUNCTION,53.89,54.01,6.41,7,14:05,53.98
33,JUNCTION,50.79,50.91,6.41,7,20:16,50.89
34,JUNCTION,17.99,18.11,6.41,7,14:05,18.07
35,JUNCTION,0.00,0.00,21.17,0,00:00,0.00
36,JUNCTION,1.58,1.62,6.92,7,20:26,1.61
37,JUNCTION,1.48,1.52,6.92,7,14:30,1.52
38,JUNCTION,19.88,19.91,6.91,7,14:34,19.90
39,JUNCTION,20.18,20.24,6.94,7,14:49,20.21
40,JUNCTION,41.08,41.18,6.98,7,14:27,41.13
41,JUNCTION,41.08,41.19,6.99,7,19:52,41.14
42,JUNCTION,68.38,68.49,6.99,8,00:00,68.49
43,JUNCTION,71.78,71.88,6.98,8,00:00,71.88
44,JUNCTION,33.08,33.13,6.93,7,14:34,33.11
45,JUNCTION,33.08,33.12,6.92,7,14:33,33.11
46,JUNCTION,23.28,23.36,6.96,7,21:01,23.34
47,JUNCTION,23.38,23.48,6.98,7,14:15,23.46
48,JUNCTION,34.68,34.78,6.98,7,14:15,34.76
49,JUNCTION,21.18,21.29,6.99,7,14:15,21.27
50,JUNCTION,21.18,21.30,7.00,7,15:11,21.25
51,JUNCTION,17.38,17.45,6.95,7,14:31,17.43
52,JUNCTION,3.88,3.93,6.93,7,14:32,3.92
53,JUNCTION,0.00,0.00,-22.10,0,00:00,0.00
54,JUNCTION,0.00,0.00,-0.90,0,00:00,0.00
55,JUNCTION,0.00,0.00,0.00,0,00:00,0.00
56,JUNCTION,0.00,0.00,-13.70,0,00:00,0.00
57,JUNCTION,0.00,0.00,-13.20,0,00:00,0.00
58,JUNCTION,0.00,0.00,-20.50,0,00:00,0.00
59,JUNCTION,0.00,0.00,-20.60,0,00:00,0.00
60,JUNCTION,0.00,0.00,7.19,0,00:00,0.00
61,JUNCTION,0.00,0.00,12.80,0,00:00,0.00
62,JUNCTION,0.00,0.00,15.00,0,00:00,0.00
63,JUNCTION,0.00,0.00,22.00,0,00:00,0.00
64,JUNCTION,0.00,0.00,18.00,0,00:00,0.00
65,JUNCTION,0.00,0.00,11.00,0,00:00,0.00
66,JUNCTION,9.29,9.38,6.38,7,20:15,9.37
67,JUNCTION,11.99,12.06,6.36,7,20:15,12.05
70,JUNCTION,32.29,32.38,6.38,7,20:16,32.36
71,JUNCTION,17.48,17.58,6.39,7,20:16,17.56
72,JUNCTION,0.00,0.00,-16.30,0,00:00,0.00
73,JUNCTION,0.00,0.00,-17.00,0,00:00,0.00
74,JUNCTION,0.00,0.00,-5.00,0,00:00,0.00
75,JUNCTION,0.00,0.00,-11.90,0,00:00,0.00
76,JUNCTION,0.00,0.00,-3.00,0,00:00,0.00
77,JUNCTION,0.00,0.00,-6.25,0,00:00,0.00
78,JUNCTION,0.00,0.00,-19.70,0,00:00,0.00
79,JUNCTION,0.00,0.00,-19.70,0,00:00,0.00
80,JUNCTION,0.00,0.00,-12.60,0,00:00,0.00
81,JUNCTION,0.00,0.00,-12.60,0,00:00,0.00
82,JUNCTION,0.00,0.00,-5.00,0,00:00,0.00
83,JUNCTION,22.98,23.09,6.99,7,14:47,23.05
84,JUNCTION,22.98,23.09,6.99,7,19:18,23.04
85,JUNCTION,50.58,50.67,6.97,7,20:36,50.63
86,JUNCTION,58.18,58.26,6.96,7,19:17,58.25
87,JUNCTION,46.88,46.93,6.93,7,19:18,46.92
88,JUNCTION,43.88,43.95,6.95,7,14:24,43.92
89,JUNCTION,43.88,43.96,6.96,7,14:12,43.94
90,JUNCTION,29.89,29.96,6.96,7,15:11,29.95
91,JUNCTION,11.68,11.75,6.95,7,19:05,11.72
92,JUNCTION,7.69,7.75,6.95,7,19:55,7.73
18,JUNCTION,0.00,0.00,-16.30,0,00:00,0.00
100,JUNCTION,0.00,0.00,-28.62,0,00:00,0.00
102,JUNCTION,0.00,0.00,-25.64,0,00:00,0.00
103,JUNCTION,0.00,0.00,-22.38,0,00:00,0.00
104,JUNCTION,0.00,0.00,-22.37,0,00:00,0.00
105,JUNCTION,0.00,0.00,-20.44,0,00:00,0.00
106,JUNCTION,0.00,0.00,-12.12,0,00:00,0.00
107,JUNCTION,0.00,0.00,-14.89,0,00:00,0.00
108,JUNCTION,0.00,0.00,-6.80,0,00:00,0.00
109,JUNCTION,0.00,0.00,-20.88,0,00:00,0.00
110,JUNCTION,0.00,0.00,-20.91,0,00:00,0.00
111,JUNCTION,0.00,0.00,-20.98,0,00:00,0.00
112,JUNCTION,0.00,0.00,-21.00,0,00:00,0.00
113,JUNCTION,0.00,0.00,-80.80,0,00:00,0.00
114,JUNCTION,0.00,0.00,-83.18,0,00:00,0.00
115,JUNCTION,0.00,0.00,-71.75,0,00:00,0.00
116,JUNCTION,0.00,0.00,-71.87,0,00:00,0.00
117,JUNCTION,0.00,0.00,-98.50,0,00:00,0.00
118,JUNCTION,0.00,0.00,-22.98,0,00:00,0.00
119,JUNCTION,0.00,0.00,-20.15,0,00:00,0.00
120,JUNCTION,0.00,0.00,-17.42,0,00:00,0.00
121,JUNCTION,0.00,0.00,-3.19,0,00:00,0.00
122,JUNCTION,0.00,0.00,-3.43,0,00:00,0.00
123,JUNCTION,0.00,0.00,-10.64,0,00:00,0.00
124,JUNCTION,0.00,0.00,-6.50,0,00:00,0.00
125,JUNCTION,0.00,0.00,-7.20,0,00:00,0.00
126,JUNCTION,0.00,0.00,-19.38,0,00:00,0.00
127,JUNCTION,0.00,0.00,-11.21,0,00:00,0.00
128,JUNCTION,0.00,0.00,-11.70,0,00:00,0.00
129,JUNCTION,0.00,0.00,-14.32,0,00:00,0.00
130,JUNCTION,0.00,0.00,-5.69,0,00:00,0.00
131,JUNCTION,0.00,0.00,31.65,0,00:00,0.00
132,JUNCTION,0.00,0.00,31.36,0,00:00,0.00
133,JUNCTION,0.00,0.00,40.24,0,00:00,0.00
134,JUNCTION,0.00,0.00,44.72,0,00:00,0.00
135,JUNCTION,0.00,0.00,44.62,0,00:00,0.00
136,JUNCTION,0.00,0.00,44.35,0,00:00,0.00
137,JUNCTION,0.00,0.00,34.51,0,00:00,0.00
138,JUNCTION,0.00,0.00,52.23,0,00:00,0.00
139,JUNCTION,0.00,0.00,49.93,0,00:00,0.00
140,JUNCTION,0.00,0.00,45.20,0,00:00,0.00
141,JUNCTION,0.00,0.00,49.13,0,00:00,0.00
142,JUNCTION,0.00,0.00,40.05,0,00:00,0.00
143,JUNCTION,0.00,0.00,39.90,0,00:00,0.00
148,JUNCTION,0.00,0.00,-26.26,0,00:00,0.00
68,OUTFALL,0.00,0.00,6.50,0,00:00,0.00
69,OUTFALL,0.00,0.00,5.00,0,00:00,0.00
93,OUTFALL,0.00,0.00,13.89,0,00:00,0.00
94,OUTFALL,0.00,0.00,10.51,0,00:00,0.00
95,OUTFALL,0.08,0.08,12.78,8,00:00,0.08
96,OUTFALL,0.00,0.00,31.60,0,00:00,0.00
97,OUTFALL,0.00,0.00,17.55,0,00:00,0.00
98,OUTFALL,0.00,0.00,11.00,0,00:00,0.00
99,OUTFALL,0.24,0.70,6.80,7,22:58,0.53
101,OUTFALL,0.00,0.00,11.89,0,00:00,0.00
144,OUTFALL,0.00,0.00,32.22,0,00:00,0.00
145,OUTFALL,0.00,0.00,8.00,0,00:00,0.00
146,OUTFALL,0.00,0.00,39.90,0,00:00,0.00
147,OUTFALL,0.00,0.00,15.00,0,00:00,0.00
